"ID INTERVENCION","FECHA DE INTERVENCION","FECHA DE INGRESO","UBICACION","PROCEDENCIA","LOCALIZACION ARBOL","ESTADO DE MADUREZ","TIPO DE ARBOL","TIPO DE INTERVENCION","CODIGO ARBOL","ESPECIE","NOMBRE COMUN","ESPECIE TEMPORAL","NOMBRE COMUN TEMPORAL","FAMILIA TEMPORAL","ALTURA TOTAL","ALTURA DE COPA","DAP","ESTADO DEL ARBOL","COBERTURA PIE","INTERVENCIONES SECUNDARIAS","ID ESTADO","TALA ORIGEN","ESTADO DE ARBOL","ESTADO DE INTERVENCION","OBSERVACIONES DE LA INTERVENCION","OBSERVACIONES","ENTIDAD RADICADO","RADICADO","FECHA DE RADICADO","ENTORNO","RIESGO","RECOMENDACIONES","SINTOMAS DE DAÑO MECANICO","AGENTE DE DAÑO MECANICO","SINTOMA DE ENFERMEDAD","SEVERIDAD","MUNICIPIO","COMUNA","BARRIO","DIRECCION","GEO X","GEO Y","LATITUD","LONGITUD","ACTOR","OPERADOR","USUARIO","INTERVENTOR","FUNCIONARIO","ID CONTRATO","CONTRATO","AÑO CONTRATO","VERIFICADO","IMAGEN","NOMBRE ORIGINAL"
"11459939","04/12/2023","30/01/2024","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","08802050000172","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","15.80","5.20","128.22","Individuo Sano","Si","Poda de Mantenimiento","1","","Activo","VB Interventor","","CTO : R11-06
","","","","Alcantarillas , Camara de seguridad, Luminarias , Manholl, Postes de energía, Redes de baja Tensión Compactas , Redes de distribución - Media tensión abierta, Telefónicas ","","","Descortezamiento, Raices Descubiertas","Otros Daños","","","Bello","La Madera","La Florida","    ","835695.3682409714","1190780.2770196772","6.319281659613322","-75.56228092380026","EPM - AMVA","INGEOMEGA","BRAHIAN ALEJANDRO NARANJO BEDOYA","Daniel Eduardo Gomez Vanegas","","1301","CW-240966","2022","No","https://www.medellin.gov.co/sau/images/intervencion/088/08802/0880205/11459939/0.jpg","25.jpg"
"1902","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Juvenil","Común","Inventario inicial","00115090620025","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","2.40","1.00","8.00","Individuo Sano","Si","","6","","Desaparecido","Aprobado","","","","","","","Interferencia con Redes Aéreas","","","","","","Medellín","Guayabal","Cristo Rey","","832571.0434","1178657.9882","6.20962161","-75.59019233","Desconocido","Desconocido","","","","","","","No","",""
"2441","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00116120740093","Caesalpinia pluviosa","Acacia amarilla, Palo Brasil","","","","8.00","4.50","57.00","Individuo Sano","No","","1","","Activo","Aprobado","","","","","","","Daño en Infraestructura por Raíces, Interferencia con Redes Aéreas","Poda de Mantenimiento, Reconstruccion de Anden","","","Chancros","BAJO","Medellín","Belén","La Gloria","","831652.2357","1180376.196","6.22512942","-75.59853621","Desconocido","Desconocido","","","","","","","No","",""
"7526","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00115070420122","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","7.00","5.00","25.00","Individuo Sano","Si","","1","","Activo","Aprobado","","","","","","","","","","","","","Medellín","Guayabal","Campo Amor","","833141.8114434589","1179208.4137780082","6.214611880588988","-75.58505093860506","Desconocido","Desconocido","","","","","","","No","",""
"14101","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00112060190020","Fraxinus uhdei","Urapán, fresno urapán, fresno","","","","10.60","7.00","36.00","Individuo Sano","Si","","1","","Activo","Aprobado","","","","","","","","","","","","","Medellín","La América","Santa Lucía","","830423.103","1183989.6938","6.25776105","-75.60973371","Desconocido","Desconocido","","","","","","","No","",""
"29237","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00110190000205","Syagrus romanzoffiana","Palma reina, coco plumoso, palma de azúcar","","","","3.60","2.00","15.00","Individuo Sano","No","","1","","Activo","Aprobado","","","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","","835613.8795293643","1182922.0509294593","6.24824474","-75.56281566","Desconocido","Desconocido","","","","","","","No","",""
"41059","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","001null0003934","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","6.50","3.50","20.00","Individuo Sano","No","","3","","Talado","Aprobado","","","","","","","","Cicatrizacion, Limpieza","Raices Descubiertas","","","","Medellín","La Candelaria","El Chagualo","","834613.8538103768","1184620.5121150787","6.26357243","-75.57189291","Desconocido","Desconocido","","","","","","","No","",""
"105420","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00107050020065","Eucalyptus saligna","Eucalipto","","","","9.00","7.00","42.00","Individuo Sano","Si","","1","","Activo","Aprobado","","","","","","","Interferencia con Circulación","Poda de Mantenimiento","Ramas Quebradas","Guadañas u Otros Agentes","","","Medellín","Robledo","Facultad de Minas","","832919.2615","1185670.2418","6.27301759","-75.58722849","Desconocido","Desconocido","","","","","","","No","",""
"508930","16/01/2008","16/01/2008","Mapas.Medellin","Desconocida","Zona Publica","Juvenil","Común","Fertilizacion","00116120740031","Spathodea campanulata","Tulipán Africano, Miona","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Loma de los Bernal, ","","","","","","","","","","","Medellín","Belén","La Gloria","","831567.5884","1180182.9646","6.22338052","-75.59929579","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"521235","26/02/2008","26/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Limpieza","00111050230033","Jacaranda mimosifolia","Jacaranda, gualanday","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Rodeo  Aeroparque SanJuan, ","","","","","","","","","","","Medellín","Laureles Estadio","Los Conquistadores","","833131.0956","1182111.9222","6.2408578","-75.58522262","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"521236","26/02/2008","26/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Limpieza","00111050230038","Jacaranda mimosifolia","Jacaranda, gualanday","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Rodeo  Aeroparque SanJuan, ","","","","","","","","","","","Medellín","Laureles Estadio","Los Conquistadores","","833123.3357","1182119.7574","6.24092842","-75.58529292","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"521250","26/02/2008","26/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Limpieza","00111050040022","Erythrina crista-galli","Cresta de gallo","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Rodeo  Aeroparque SanJuan, ","","","","","","","","","","","Medellín","Laureles Estadio","Los Conquistadores","","833185.7989","1181994.0061","6.23979331","-75.58472543","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"521529","23/02/2008","23/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Tala","00107160010069","Senna siamea","Acacia siamea, abeto, acacio santandereano, alcaparro, acacia, carmín","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Rodeo  Aeroparque SanJuan","","","","","","","","","","","Medellín","Robledo","Palenque","","832248.8557","1186248.9439","6.27823124","-75.59329987","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"522836","01/02/2008","01/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Poda de Mantenimiento","00107160010004","Senna siamea","Acacia siamea, abeto, acacio santandereano, alcaparro, acacia, carmín","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Volador Iguana, Tipo 3","","","","","","","","","","","Medellín","Robledo","Palenque","","832431.974","1186175.4297","6.2775715","-75.5916437","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"9109182","14/03/2014","28/04/2014","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","00110090250006","Swinglea glutinosa","Swinglea","","","","5.30","0.40","11.00","Individuo Sano","Si","","3","","Talado","Aprobado","","","","","","","","","","","","","Medellín","La Candelaria","La Alpujarra","","833985.6738410386","1182180.7889448006","6.24150236","-75.5775048","EDU","Consorcio Desarrollo Integral Medellín","","","","87","4600043683","2012","No","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/3683_7543.JPG","3683_7543.JPG"
"9144232","27/08/2014","11/11/2014","Mapas.Medellin","Desconocida","Zona Publica","Juvenil","Común","Monitoreo de variables dasometricas","00110100020034","Caesalpinia pluviosa","Acacia amarilla, Palo Brasil","","","","0.00","0.00","0.00","Individuo Desaparecido","Si","","6","","Desaparecido","Aprobado","","","","","","","","","","","","","Medellín","La Candelaria","Centro Administrativo","","834253.92","1182510.3435","6.24448827","-75.57509013","Secretaría del Medio Ambiente","Fundación Jardín Botánico ""Joaquín Antonio Uribe"" de Medellín","Nicolas Alberto Rivillas","Jonatan Cardona","","90","4600055369","2014","Si","",""
"9148191","19/10/2014","04/12/2014","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Común","Monitoreo de variables dasometricas","00110190580070","Washingtonia robusta","Palma washingtonia","","","","9.00","5.00","52.00","Individuo Sano","No","","1","","Activo","Aprobado","","","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","","834952.3819","1183383.6053","6.25240007","-75.56880305","Secretaría del Medio Ambiente","Secretaria de Medio Ambiente","","","","101","22222","2014","No","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/222_LA26PB.JPG","222_LA26PB.JPG"
"9178500","07/07/2015","23/07/2015","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","08803030310042","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","9.00","0.00","77.67","Individuo Sano","No","Poda de Mantenimiento","1","","Activo","Aprobado","","","","","","Redes de distribución - Media tensión abierta","","","","","","","Bello","Santa Ana","Santa Ana","","835315.2311714913","1191789.7435448596","6.32839694","-75.56574142","EPM - AMVA","INMEL S.A.S.","FERNANDO VALLEJO","Luis Fernando  Llano Cifuentes","","118","UDZN-0564-A4","2015","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/9178500/A4.1251.jpg","A4.1251.jpg"
"9465633","17/01/2017","09/03/2017","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Tala","00110090250004","Lagerstroemia speciosa","Flor de reina, reina de las flores, astromelia, embrujo de la india, orgullo de la india, flor de la reina","","","","0.00","0.00","0.00","Desconocido","Si","","3","","Talado","Aprobado","","ID 1068 Proyecto Parques del Rió etapa 1.1. B Costado Oriental, Resolución AMVA nº 002928 del 29  diciembre  de 2016.","","","","","","","","","","","Medellín","La Candelaria","La Alpujarra","","833972.8013211989","1182220.4829111465","6.24186085","-75.5776221","Secretaría de Infraestructura Física","Fundación Jardín Botánico ""Joaquín Antonio Uribe"" de Medellín","","","","209","4600068372","2017","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/9465633/8372_T1068.JPG","8372_T1068.JPG"
"9727240","08/11/2017","27/12/2017","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","08802050000175","Fraxinus uhdei","Urapán, fresno urapán, fresno","","","","5.00","1.60","35.01","Individuo Sano","Si","Poda de Mantenimiento","1","","Activo","Aprobado","","R11-06","","","","Redes de distribución - Media tensión abierta","","","","","","","Bello","La Madera","La Florida","","835683.1901118224","1190701.6164879084","6.31857029","-75.56238892","EPM - AMVA","INGEOMEGA","Alex Andres Londoño","","","261","CW12726","2017","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/9727240/CW_185.JPG","CW_185.JPG"
"10004826","19/02/2018","07/09/2018","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","00110040260016","Roystonea regia","Palma real de Cuba, palma real, palma botella","","","","13.00","10.00","56.66","Individuo Sano","Si","Poda de Mantenimiento","1","","Activo","Aprobado","","CTO: R02-31","","","","Luminarias , Postes de energía, Redes de distribución - Media tensión compacta","","","","","","","Medellín","La Candelaria","El Chagualo","","834567.8112395771","1184448.2396515508","6.26201399","-75.57230441","EPM - AMVA","Cooperativa de Desarrollo y Empleo Social  PRECOODES","Claudia Patricia Mendoza Calderin","Luis Fernando  Llano Cifuentes","","226","CW12729","2017","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/10004826/CW12729_CM_2406.JPG","CW12729_CM_2406.JPG"
"10130688","11/12/2018","11/01/2019","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Común","Monitoreo de variables dasometricas","00110190580064","Washingtonia robusta","Palma washingtonia","","","","14.00","10.00","46.30","Individuo Sano","Si","Visita AMVA","1","","Activo","Aprobado","","Respuesta a la comunicación oficial recibida No 035515 de 29 de octubre de 2018. Se autoriza poda de mantenimiento, consistente en el retiro de hojas secas. Se encuentra ubicada en carrera 52 N 52-43 en zona verde privada del Museo de Antioquia, Medellín. La actividad debe ser ejecutada por el propietario del predio.","","","","","Posible Caida de Ramas","Poda de Mantenimiento","","","","","Medellín","La Candelaria","La Candelaria","    ","834927.682","1183332.8538","6.25194067","-75.56902488","Área Metropolitana del Valle de Aburrá","Area Metropolitana del Valle de Aburra","Johana Morales Mosquera","Yony Andres Sanchez Puerta","Hector fabian martinez santana","269","AMVA 000 CV2018","2018","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/10130688/CV_1157_LJMM20181211_207_.jpg","CV_1157_LJMM20181211_207_.jpg"
"10158802","11/12/2018","15/02/2019","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Patrimonio Cultural","Monitoreo de variables dasometricas","00110190580062","Washingtonia robusta","Palma washingtonia","","","","21.50","19.00","48.50","Individuo Sano","Si","Visita AMVA","1","","Activo","Aprobado","","Respuesta a comunicación oficial recibida con radicado N° 10154 de 04 de abril de 2018. Ejemplar con buena condición fitosanitaria y estructural, se autoriza poda de mantenimiento consistente en eliminación de hojas secas o sobremaduras; plantado en zona verde privada del Museo de Antioquia - sobre la carrera 52 frente a la plaza de Botero.","","","","","Posible Caida de Ramas","","","","","","Medellín","La Candelaria","La Candelaria","","834937.77918618","1183355.12550677","6.25214225","-75.56893423","Área Metropolitana del Valle de Aburrá","Area Metropolitana del Valle de Aburra","Yony Andres Sanchez Puerta","Yony Andres Sanchez Puerta","Hector fabian martinez santana","269","AMVA 000 CV2018","2018","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/10158802/CV_1157_LJMM20181211_182_.jpg","CV_1157_LJMM20181211_182_.jpg"
"10290154","16/07/2014","08/07/2019","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","00110190600003","Archontophoenix cunninghamiana","Payanesa, palma payanesa","","","","8.50","4.60","18.00","Individuo Sano","Si","","6","","Desaparecido","Aprobado","","","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","    ","835064.1264312203","1183262.65286786","6.25130958","-75.56779051","Metro de Medellín LTDA","Cooperativa de Desarrollo y Empleo Social  PRECOODES","Yony Andres Sanchez Puerta","","","88","201300591","2013","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/10290154/DM_0591_BER_27.jpg","DM_0591_BER_27.jpg"
"10544302","03/01/2020","13/02/2020","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","00110190580004","Jacaranda mimosifolia","Jacaranda, gualanday","","","","8.50","5.60","30.88","Individuo Sano","Si","Aplicación material vegetal picado, Fertilizacion, Limpieza, Plateo","6","","Desaparecido","Aprobado","","La Secretaria de Infraestructura Física reporta 3 mantenimientos integrales, con el contrato 4600074768 en los meses de enero, febrero y marzo de 2019 y con el contrato 4600080845 reportan 4 mantenimientos integrales en los meses de mayo, junio, julio y septiembre de 2019.
","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","    ","835036.9271479587","1183373.3706902114","6.25230972","-75.56803905","Secretaría de Infraestructura Física","Fundación Jardín Botánico ""Joaquín Antonio Uribe"" de Medellín","León Daniel Ruiz Correa","Monica  Sanchez ","Nicolas Alberto Rivillas","353","4600080845","2019","Si","https://www.medellin.gov.co/sau/images/intervencion/001/00110/0011019/10544302/0.jpg","0845_DR1568.jpg"
"10578902","09/06/2020","12/06/2020","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","08802060000153","Talipariti tiliaceum","Majaguo, sanjoaquín, chitú, majagua","","","","7.00","4.00","50.93","Individuo Sano","No","Poda de Mantenimiento","1","","Activo","Aprobado","","CTO R11-06","","","","Postes de energía, Redes de baja Tensión Compactas , Redes de distribución - Media tensión abierta, Telefónicas ","Daño en Infraestructura por Raíces","Eliminacion de Piso Duro","","","","","Bello","La Madera","Gran Avenida","    ","836022.487930985","1190824.3515771597","6.3196885","-75.55932665","EPM - AMVA","INGEOMEGA","Alex Andres Londoño","Luis Fernando  Llano Cifuentes","Hector fabian martinez santana","993","CW79880","2020","Si","https://www.medellin.gov.co/sau/images/intervencion/088/08802/0880206/10578902/0.jpg","CW79880_799.jpg"
"10747052","28/06/2021","14/07/2021","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Común","Poda de Mantenimiento","00110090050182","Roystonea regia","Palma real de Cuba, palma real, palma botella","","","","0.00","0.00","0.00","Individuo Sano","Si","","1","","Activo","Aprobado","","Se realizó la intervención bajo los estándares de la resolución 00-000046 del 18 de Enero de 2019 en el cual se aprueba el PMCA para EMVARIAS.
Poda de mantenimiento: para retirar hojas secas
se realizó poda de seguridad
","","","","","","","","","","","Medellín","La Candelaria","La Alpujarra","    Carrera 55 N 41-17","834189.2820442038","1182257.725162842","6.24220307","-75.57566753","EMVARIAS S.A. E.S.P.","DVB Ingeniería S.A.S.","Liliana Andrea Parra Perdomo","Andrea Velandia","Jonatan Cardona","1084","CW116029","2021","Si","https://www.medellin.gov.co/sau/images/intervencion/001/00110/0011022/10747052/1.jpg","LT_014 D (2).jpg"
"11030376","19/08/2022","23/08/2022","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Poda de Mantenimiento","00110190460045","Syagrus romanzoffiana","Palma reina, coco plumoso, palma de azúcar","","","","0.00","0.00","0.00","Individuo Sano","Si","","1","","Activo","Aprobado","","Se realizó la intervención bajo los estándares de la resolución 00-000046 del 18 de Enero de 2019 en el cual se aprueba el PMCA para EMVARIAS.
Poda de mantenimiento: para retirar hojas secas
","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","    Calle 51 N 43-49","835606.8399","1182923.4537","6.24825724","-75.56287928","EMVARIAS S.A. E.S.P.","DVB Ingeniería S.A.S.","Stefanny Patiño Forero","Duvan Ferney Guzman","Jonatan Cardona","1173","CW152155","2021","Si","https://www.medellin.gov.co/sau/images/intervencion/001/00110/0011019/11030376/0.jpg","2516F después (1).jpg"
"11398635","10/11/2023","24/11/2023","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Visita AMVA","00110190000024","Erythrina fusca","Búcaro, chambul, cachimbo, pisamo","","","","0.00","0.00","0.00","Individuo Sano","Si","Visita AMVA","1","","Activo","Aprobado","","YMA_ Árbol en buenas condiciones fitosanitarias y estructurales. EMVARIAS programó poda de mantenimiento consistente en el retiro de ramas secas y poda de despunte.  Las autorizaciones se reiteran.  ","AMVA","24121","30/06/2023","Luminarias , Manholl","Afectación a Construcciones","Poda de Mantenimiento","Raices Descubiertas","Otros Daños","","","Medellín","La Candelaria","La Candelaria","calle 51 carrera 52-58 Costado norte de la iglesia","834879.147956555","1183266.4206429056","6.251338900538427","-75.56946160407084","Área Metropolitana del Valle de Aburrá","Area Metropolitana del Valle de Aburra","YENNY MUÑOZ ANDRAD","Julian Cordoba Alzate","Juan Esteban Calle Correa","1308","AMVA 005 CV","2023","Si","https://www.medellin.gov.co/sau/images/intervencion/001/00110/0011019/11398635/0.jpg","15 (1).jpg"
"11527463","18/04/2024","23/04/2024","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Monitoreo de variables dasometricas","00115090880006","Delonix regia","Flamboyán, acacia roja, acacio rojo","","","","8.00","5.50","56.40","Individuo Sano","Si","","1","","Activo","Aprobado","","Se recomienda: Retirar ramas secas y/o suprimidas, Despunte de ramas que presentan interferencia con el tránsito vehicular. Se verifica la altura total y de copa con hipsómetro. Este diagnóstico técnico será programado para intervención, según el nivel de riesgo y una programación eficiente de acuerdo con la disponibilidad de recursos en el marco del Principio de Suficiencia Financiera de la entidad
","","","","Alcantarillas , Luminarias , Postes de energía, Redes de baja Tensión Compactas , Redes de distribución - Media tensión abierta, Telefónicas ","Interferencia con Circulación, Posible Caida de Ramas","Poda de Mantenimiento","","","","","Medellín","Guayabal","Cristo Rey","    Carrera 66A con calle 1","832551.5278229837","1178633.2815109126","6.20939776765508","-75.59036797147847","EMVARIAS S.A. E.S.P.","Institución Universitaria Colegio Mayor de Antioquia","Mateo Giraldo Hoyos","Ismael  Pineda","","1337","CW260427","2023","No","https://www.medellin.gov.co/sau/images/intervencion/001/00115/0011509/11527463/0.jpg","2-1.jpg"
"1900","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Juvenil","Común","Inventario inicial","00115090620048","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","2.10","2.00","","Individuo Sano","Si","","6","","Desaparecido","Aprobado","","","","","","","Interferencia con Redes Aéreas","","","","","","Medellín","Guayabal","Cristo Rey","","832569.9197","1178653.4909","6.20958093","-75.59020237","Desconocido","Desconocido","","","","","","","No","",""
"79660","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Juvenil","Común","Inventario inicial","00108050000003","Dypsis lutescens","Palma areca","","","","4.00","1.80","11.00","Individuo Sano","Si","","6","","Desaparecido","Aprobado","","","","","","","Interferencia con Redes Aéreas","Poda de Mantenimiento","","","","","Medellín","Villa Hermosa","Batallón Girardot","","837193.3547","1184391.8258","6.26157105","-75.5485847","Desconocido","Desconocido","","","","","","","No","",""
"92461","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Inventario inicial","00107250140002","Bauhinia picta","Casco de vaca, pata de vaca, pata de buey","","","","10.00","4.00","69.00","Individuo Sano","Si","","1","","Activo","Aprobado","","","","","","","Interferencia con Circulación","Poda de Mantenimiento","","","","","Medellín","Robledo","San Germán","","832953.1608","1184862.4736","6.26571669","-75.58690125","Desconocido","Desconocido","","","","","","","No","",""
"162432","01/01/2006","01/01/2006","Mapas.Medellin","Desconocida","Zona Publica","Desconocida","Común","Inventario inicial","00107030020473","Desconocida","_","","","","","","","Individuo Desaparecido","","","6","","Desaparecido","Aprobado","","","","","","","","","","","","","Medellín","Robledo","San Germán","","832922.2675","1185140.8808","6.26823253","-75.58718756","Desconocido","Desconocido","","","","","","","No","",""
"508864","16/01/2008","16/01/2008","Mapas.Medellin","Desconocida","Zona Privada","Juvenil","Común","Fertilizacion","00116120740053","Platycladus orientalis","Tuya, pino libro, pino tuya","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Loma de los Bernal, ","","","","","","","","","","","Medellín","Belén","La Gloria","","831765.4302","1180346.9988","6.22486844","-75.59751298","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"508978","16/01/2008","16/01/2008","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Común","Fertilizacion","00116120740099","Dypsis lutescens","Palma areca","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Loma de los Bernal, ","","","","","","","","","","","Medellín","Belén","La Gloria","","831538.24","1180414.8206","6.2254756","-75.59956693","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"522808","01/03/2008","01/03/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Cicatrizacion","00107160200006","Ficus benjamina","Falso laurel, ficus, laurel, caucho benjamín","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Volador Iguana, Tipo 1","","","","","","","","","","","Medellín","Robledo","Palenque","","832272.5154","1185957.0372","6.27559319","-75.59307851","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"522883","01/02/2008","01/02/2008","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Poda de Mantenimiento","00105190200089","Mangifera indica","Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa","","","","","","","","","","1","","Activo","Aprobado","","Datos Red Ecologica Volador Iguana, Tipo 1","","","","","","","","","","","Medellín","Castilla","El Progreso","","834152.2490663526","1185832.457108669","6.274515913215663","-75.57609415096206","Municipio de Medellín","Secretaría de Infraestructura Física","","","","","","","No","",""
"9653431","17/06/2017","19/09/2017","Mapas.Medellin","Desconocida","Zona Publica","Adulto","Común","Poda de Mantenimiento","00110190000023","Erythrina fusca","Búcaro, chambul, cachimbo, pisamo","","","","0.00","0.00","0.00","Desconocido","Si","","3","","Talado","Aprobado","","Poda de camara 812 de la policía. Intervencion autorizada de poda de despunte. Dirección: Cra 52 cl 52.","","","","","","","","","","","Medellín","La Candelaria","La Candelaria","","834908.9735","1183275.8324","6.25142474","-75.56919242","EMVARIAS","SERVICIOS AMBIENTALES Y FORESTALES MONTEVERDE LTDA","Andres  Heredia","Ismael  Pineda","","204","134","2016","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/9653431/0134_AH_4546.JPG","0134_AH_4546.JPG"
"9860813","13/04/2018","02/05/2018","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Común","Monitoreo de variables dasometricas","00110190580060","Washingtonia robusta","Palma washingtonia","","","","16.00","14.00","46.47","Individuo Sano","Si","Visita AMVA","1","","Activo","Aprobado","","Respuesta a comunicación oficial recibida con radicado N° 10154 de 04 de abril de 2018. Ejemplar con buena condición fitosanitaria y estructural, se autoriza poda de mantenimiento consistente en eliminación de hojas secas o sobremaduras; plantado en zona verde privada del Museo de Antioquia - sobre la carrera 52 frente a la plaza de Botero.","","","","","Posible Caida de Ramas","Poda de Mantenimiento","","","","","Medellín","La Candelaria","La Candelaria","","834931.97324861","1183343.9854049","6.2520414","-75.5689864","Área Metropolitana del Valle de Aburrá","Area Metropolitana del Valle de Aburra","Yony Andres Sanchez Puerta","","","269","AMVA 000 CV2018","2018","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/9860813/CV_107_20180413_10_1.jpg","CV_107_20180413_10_1.jpg"
"10130619","11/12/2018","10/01/2019","Mapas.Medellin","Desconocida","Zona Privada","Adulto","Patrimonio Cultural","Monitoreo de variables dasometricas","00110190580045","Washingtonia robusta","Palma washingtonia","","","","23.00","19.00","50.50","Individuo Sano","Si","Visita AMVA","1","","Activo","Aprobado","","Respuesta a la comunicación oficial recibida No 035515 de 29 de octubre de 2018. Se autoriza poda de mantenimiento, consistente en el retiro de hojas secas. Se encuentra ubicada en carrera 52 N 52-43 en zona verde privada del Museo de Antioquia, Medellín. La actividad debe ser ejecutada por el propietario del predio.","","","","","Posible Caida de Ramas","Poda de Mantenimiento","","","","","Medellín","La Candelaria","La Candelaria","","834960.46403651","1183403.30810337","6.25257838","-75.56873055","Área Metropolitana del Valle de Aburrá","Area Metropolitana del Valle de Aburra","Yony Andres Sanchez Puerta","Julian Cordoba Alzate","","269","AMVA 000 CV2018","2018","Si","https://www.medellin.gov.co/sau/images/intervencion_V2/imagenes/10130619/CV_1157_LJMM20181211_121.jpg","CV_1157_LJMM20181211_121.jpg"
